id,count,hundredBlock,latitude,longitude,neighbourhood
1889,1,36XX W 5TH AVE,49.2674943,-123.1847399,Kitsilano
1890,3,36XX W 6TH AVE,49.266703,-123.1848817,Kitsilano
1891,2,36XX W 7TH AVE,49.2658069,-123.1849265,Kitsilano
1892,1,36XX W 8TH AVE,49.2649576,-123.1849461,Kitsilano
1893,4,36XX W BROADWAY AVE,49.2641661,-123.1848649,Kitsilano
1894,1,36XX WELLINGTON AVE,49.2375744,-123.0244462,Renfrew-Collingwood
1895,3,36XX WILLIAM ST,49.273903,-123.0250354,Hastings-Sunrise
1896,1,37XX BEATRICE ST,49.2514603,-123.0663765,Kensington-Cedar Cottage
1897,1,37XX CAMBIE ST,49.2516471,-123.1149928,South Cambie
1898,2,37XX COMMERCIAL ST,49.2513288,-123.0678754,Kensington-Cedar Cottage
1899,1,37XX FRASER ST,49.2514639,-123.0896322,Kensington-Cedar Cottage
1900,1,37XX INVERNESS ST,49.2511116,-123.0796475,Kensington-Cedar Cottage
1901,1,37XX MAXWELL ST,49.251303,-123.0698649,Kensington-Cedar Cottage
1902,2,37XX PRINCE EDWARD ST,49.2512253,-123.0965176,Riley Park
1903,1,37XX QUEBEC ST,49.2513849,-123.1029185,Riley Park
1904,1,37XX W 10TH AVE,49.263357,-123.1868116,West Point Grey
1905,2,37XX W 2ND AVE,49.2701821,-123.1866225,West Point Grey
1906,2,37XX W 30TH AVE,49.2449433,-123.1873987,Dunbar-Southlands
1907,1,37XX W 37TH AVE,49.2382953,-123.1873797,Dunbar-Southlands
1908,1,37XX W 39TH AVE,49.2362052,-123.1874315,Dunbar-Southlands
1909,1,37XX W 41ST AVE,49.2344514,-123.1876305,Dunbar-Southlands
1910,1,37XX W 4TH AVE,49.2685179,-123.1867902,West Point Grey
1911,1,37XX W 6TH AVE,49.2667228,-123.1866804,West Point Grey
1912,4,37XX W 7TH AVE,49.2658637,-123.1865098,West Point Grey
1913,1,37XX W 8TH AVE,49.265017,-123.186804,West Point Grey
1914,1,37XX W BROADWAY AVE,49.2642169,-123.1868298,West Point Grey
1915,1,37XX W KING EDWARD AVE,49.2497773,-123.187169,Dunbar-Southlands
1916,1,38XX ANGUS DR,49.25115,-123.1452975,Shaughnessy
1917,1,38XX CAMBIE ST,49.2507029,-123.1149244,South Cambie
1918,1,38XX GLEN DR,49.2503965,-123.0816667,Kensington-Cedar Cottage
1919,4,38XX MAIN ST,49.2506591,-123.1007496,Riley Park
1920,1,38XX OAK ST,49.2512539,-123.1274706,Shaughnessy
1921,8,38XX POINT GREY RD,49.2715558,-123.1888072,West Point Grey
1922,1,38XX QUEBEC ST,49.2505923,-123.1026679,Riley Park
1923,3,38XX SOPHIA ST,49.2486423,-123.0988554,Riley Park
1924,1,38XX TUPPER ST,49.2508929,-123.1161587,South Cambie
1925,1,38XX VICTORIA DR,49.2507347,-123.0647067,Kensington-Cedar Cottage
1926,2,38XX W 11TH AVE,49.262387,-123.1893657,West Point Grey
1927,1,38XX W 12TH AVE,49.2615102,-123.1894981,West Point Grey
1928,3,38XX W 14TH AVE,49.2596611,-123.189464,West Point Grey
1929,2,38XX W 15TH AVE,49.2587587,-123.1894953,West Point Grey
1930,3,38XX W 16TH AVE,49.2576917,-123.1894141,West Point Grey
1931,1,38XX W 17TH AVE,49.2574197,-123.1894382,Dunbar-Southlands
1932,2,38XX W 2ND AVE,49.2702551,-123.1889757,West Point Grey
1933,1,38XX W 35TH AVE,49.2402448,-123.1895534,Dunbar-Southlands
1934,2,38XX W 3RD AVE,49.2693169,-123.1891425,West Point Grey
1935,2,38XX W 4TH AVE,49.2681609,-123.193728,West Point Grey
1936,2,38XX W 8TH AVE,49.2650364,-123.1894509,West Point Grey
1937,2,38XX W KING EDWARD AVE,49.2497903,-123.1895654,Dunbar-Southlands
1938,1,38XX YUKON ST,49.2505793,-123.1127659,Riley Park
1939,1,39XX ARBUTUS ST,49.2496618,-123.1530781,Arbutus Ridge
1940,2,39XX DUNBAR ST,49.2515064,-123.184812,Dunbar-Southlands
1941,3,39XX KNIGHT ST,49.250043,-123.0760027,Kensington-Cedar Cottage
1942,1,39XX MAIN ST,49.2498714,-123.100783,Riley Park
1943,1,39XX ORTONA CRES,49.2667193,-123.1921758,West Point Grey
1944,3,39XX PARKWAY DR,49.2513883,-123.1543493,Arbutus Ridge
1945,3,39XX POINT GREY RD,49.2710625,-123.1916684,West Point Grey
1946,2,39XX SPRINGTREE DR,49.2510427,-123.1538072,Arbutus Ridge
1947,4,39XX W 10TH AVE,49.2632854,-123.1921957,West Point Grey
1948,1,39XX W 12TH AVE,49.2615566,-123.1923795,West Point Grey
1949,8,39XX W 16TH AVE,49.2577399,-123.192164,West Point Grey
1950,1,39XX W 18TH AVE,49.2562743,-123.1921743,Dunbar-Southlands
1951,1,39XX W 37TH AVE,49.2383978,-123.1922194,Dunbar-Southlands
1952,1,39XX W 38TH AVE,49.2373423,-123.1923394,Dunbar-Southlands
1953,2,39XX W BROADWAY AVE,49.2646382,-123.1921024,West Point Grey
1954,1,39XX WELWYN ST,49.250345,-123.06945,Kensington-Cedar Cottage
1955,7,3X BLOOD ALLEY SQ,49.2830074,-123.1052127,Central Business District
1956,2,3X E 13TH AVE,49.2595506,-123.1047563,Mount Pleasant
1957,2,3X E 14TH AVE,49.2586533,-123.1049549,Mount Pleasant
1958,5,3X E 15TH AVE,49.2577446,-123.1042153,Mount Pleasant
1959,1,3X E 40TH AVE,49.2348488,-123.1053656,Riley Park
1960,1,3X E 42ND AVE,49.2319295,-123.1049204,Sunset
1961,1,3X E 4TH AVE,49.2666377,-123.0727138,Mount Pleasant
1962,1,3X E BROADWAY AVE,49.2631582,-123.1046014,Mount Pleasant
1963,1,3X N SLOCAN ST,49.285224,-123.0493248,Hastings-Sunrise
1964,1,3X N TEMPLETON DR,49.2851417,-123.0599435,Grandview-Woodland
1965,1,3X POWELL ST,49.2832731,-123.1035841,Central Business District
1966,20,3X SMITHE ST,49.2740525,-123.1146505,Central Business District
1967,3,3X W 11TH AVE,49.2614,-123.1051445,Mount Pleasant
1968,1,3X W 17TH AVE,49.2558675,-123.1054089,Riley Park
1969,1,3X W 18TH AVE,49.2553616,-123.1242171,Riley Park
1970,3,3X W 1ST AVE,49.2709867,-123.1646442,Mount Pleasant
1971,2,3X W 3RD AVE,49.2685225,-123.1049071,Mount Pleasant
1972,1,3X W 61ST AVE,49.2152177,-123.106644,Marpole
1973,1,3X W BROADWAY AVE,49.2631697,-123.1051912,Mount Pleasant
1974,2,3X W CORDOVA ST,49.2826777,-123.104587,Central Business District
1975,3,3X W HASTINGS ST,49.2817368,-123.1047959,Central Business District
1976,1,3X W PENDER ST,49.280751,-123.1046267,Central Business District
1977,29,3XX ABBOTT ST,49.2822325,-123.1070925,Central Business District
1978,3,3XX ALEXANDER ST,49.2838517,-123.0961401,Strathcona
1979,2,3XX BURRARD ST,49.2872935,-123.1167693,Central Business District
1980,2,3XX BUTE ST,49.2892487,-123.1221311,Central Business District
1981,7,3XX CAMBIE ST,49.2827311,-123.1092587,Central Business District
1982,7,3XX CARRALL ST,49.281881,-123.104145,Central Business District
1983,1,3XX CLARK DR,49.281897,-123.0771599,Strathcona
1984,4,3XX COLUMBIA ST,49.2817301,-123.1021076,Central Business District
1985,1,3XX COMMERCIAL DR,49.2818733,-123.0703158,Grandview-Woodland
1986,6,3XX DAVIE ST,49.2747029,-123.1226328,Central Business District
1987,2,3XX DRAKE ST,49.273349,-123.1235242,Central Business District
1988,2,3XX DUNSMUIR ST,49.2814133,-123.1130113,Central Business District
1989,1,3XX E 10TH AVE,49.261858,-123.0970614,Mount Pleasant
1990,2,3XX E 11TH AVE,49.2608107,-123.096536,Mount Pleasant
1991,1,3XX E 12TH AVE,49.2596949,-123.097429,Mount Pleasant
1992,1,3XX E 13TH AVE,49.2590175,-123.0971189,Mount Pleasant
1993,5,3XX E 14TH AVE,49.258101,-123.097166,Mount Pleasant
1994,2,3XX E 15TH AVE,49.2572563,-123.0974232,Mount Pleasant
1995,1,3XX E 16TH AVE,49.256363,-123.0972741,Mount Pleasant
1996,2,3XX E 18TH AVE,49.2545988,-123.097256,Riley Park
1997,4,3XX E 1ST AVE,49.2676085,-123.0965118,Strathcona
1998,1,3XX E 23RD AVE,49.2500095,-123.0975676,Riley Park
1999,1,3XX E 30TH AVE,49.2431291,-123.0990699,Riley Park
2000,1,3XX E 35TH AVE,49.2387061,-123.0983612,Riley Park
2001,1,3XX E 37TH AVE,49.236979,-123.0982404,Riley Park
2002,1,3XX E 41ST AVE,49.2327918,-123.0979748,Riley Park
2003,1,3XX E 45TH AVE,49.2291651,-123.0984859,Sunset
2004,1,3XX E 49TH AVE,49.2253922,-123.0984968,Sunset
2005,2,3XX E 54TH AVE,49.2208037,-123.098778,Sunset
2006,1,3XX E 59TH AVE,49.2165397,-123.0990899,Sunset
2007,2,3XX E 60TH AVE,49.2155505,-123.0990706,Sunset
2008,1,3XX E 64TH AVE,49.2123748,-123.0991941,Sunset
2009,1,3XX E 65TH AVE,49.211453,-123.0992321,Sunset
2010,3,3XX E 6TH AVE,49.2651844,-123.0976954,Mount Pleasant
2011,4,3XX E 7TH AVE,49.264454,-123.0972679,Mount Pleasant
2012,7,3XX E 8TH AVE,49.2634364,-123.0965229,Mount Pleasant
2013,5,3XX E BROADWAY AVE,49.262414,-123.0977595,Mount Pleasant
2014,1,3XX E CORDOVA ST,49.2820834,-123.0963942,Strathcona
2015,7,3XX E HASTINGS ST,49.2811039,-123.0962838,Strathcona
2016,1,3XX E PENDER ST,49.2798455,-123.0957684,Strathcona
2017,2,3XX HELMCKEN ST,49.2758001,-123.1213906,Central Business District
2018,2,3XX HOMER ST,49.2837813,-123.1100423,Central Business District
2019,1,3XX HOWE ST,49.2861632,-123.1142765,Central Business District
2020,1,3XX JERVIS ST,49.2899273,-123.1239335,Central Business District
2021,2,3XX KASLO ST,49.2814225,-123.0466865,Hastings-Sunrise
2022,1,3XX KEEFER ST,49.2790201,-123.096637,Strathcona
2023,8,3XX KINGSWAY AVE,49.2605774,-123.0976773,Mount Pleasant
2024,1,3XX KOOTENAY ST,49.2816007,-123.0256996,Hastings-Sunrise
2025,1,3XX MAIN ST,49.2818602,-123.0993345,Strathcona
2026,1,3XX MENCHIONS MEWS,49.2926923,-123.1306283,Central Business District
2027,1,3XX PENTICTON ST,49.2816173,-123.0519439,Hastings-Sunrise
2028,4,3XX POWELL ST,49.2830234,-123.0964385,Strathcona
2029,3,3XX PRINCESS AVE,49.2818542,-123.0911856,Strathcona
2030,2,3XX PRIOR ST,49.2764443,-123.095964,Strathcona
2031,3,3XX RAILWAY ST,49.2846187,-123.095881,Strathcona
2032,1,3XX RENFREW ST,49.2829703,-123.0440719,Hastings-Sunrise
2033,3,3XX RICHARDS ST,49.2843804,-123.111387,Central Business District
2034,1,3XX ROBSON ST,49.2791013,-123.1166285,Central Business District
2035,3,3XX SE MARINE DR,49.2088387,-123.0995963,Sunset
2036,1,3XX SMITHE ST,49.2751145,-123.1139046,Central Business District
2037,13,3XX TERMINAL AVE,49.2721024,-123.0965931,Strathcona
2038,1,3XX UNION ST,49.2774098,-123.0958344,Strathcona
2039,2,3XX W 10TH AVE,49.2620565,-123.1121988,Mount Pleasant
2040,2,3XX W 11TH AVE,49.2610202,-123.1123531,Mount Pleasant
2041,4,3XX W 12TH AVE,49.2600892,-123.1123021,Mount Pleasant
2042,1,3XX W 13TH AVE,49.2591927,-123.1121051,Mount Pleasant
2043,1,3XX W 14TH AVE,49.2585314,-123.1123553,Mount Pleasant
2044,1,3XX W 16TH AVE,49.2566143,-123.1116638,Mount Pleasant
2045,2,3XX W 17TH AVE,49.2555508,-123.1117377,Riley Park
2046,1,3XX W 19TH AVE,49.2536784,-123.1118232,Riley Park
2047,4,3XX W 1ST AVE,49.2684278,-123.1130793,Mount Pleasant
2048,1,3XX W 20TH AVE,49.252656,-123.1118713,Riley Park
2049,1,3XX W 22ND AVE,49.2508597,-123.1119484,Riley Park
2050,1,3XX W 23RD AVE,49.2498042,-123.1119414,Riley Park
2051,5,3XX W 2ND AVE,49.2679304,-123.1116516,Mount Pleasant
2052,11,3XX W 4TH AVE,49.2673887,-123.1117982,Mount Pleasant
2053,2,3XX W 5TH AVE,49.2664515,-123.11202,Mount Pleasant
2054,1,3XX W 7TH AVE,49.2646367,-123.1121775,Mount Pleasant
2055,3,3XX W 8TH AVE,49.2636214,-123.1120487,Mount Pleasant
2056,8,3XX W BROADWAY AVE,49.2631334,-123.111624,Mount Pleasant
2057,2,3XX W CORDOVA ST,49.2838943,-123.1099792,Central Business District
2058,60,3XX W GEORGIA ST,49.2796684,-123.1154772,Central Business District
2059,8,3XX W HASTINGS ST,49.2830732,-123.1107496,Central Business District
2060,9,3XX W PENDER ST,49.2825512,-123.112021,Central Business District
2061,1,3XX W WATERFRONT RD,49.286532,-123.1105988,Central Business District
2062,43,3XX WATER ST,49.2844163,-123.1100823,Central Business District
2063,1,3XX WEBBER AVE,49.2483194,-123.097538,Riley Park
2064,1,3XX WETHERSFIELD DR,49.2242171,-123.1146994,Oakridge
2065,1,3XX WOODLAND DR,49.2815791,-123.0726271,Grandview-Woodland
2066,1,403A W 18TH AVE,49.2548259,-123.1126367,Riley Park
2067,1,40XX ALICE ST,49.2500751,-123.0657697,Kensington-Cedar Cottage
2068,1,40XX ARBUTUS ST,49.2496618,-123.1530781,Arbutus Ridge
2069,1,40XX BEATRICE ST,49.2489323,-123.0667856,Kensington-Cedar Cottage
2070,1,40XX BLENHEIM ST,49.2504945,-123.1782923,Dunbar-Southlands
2071,5,40XX CAMBIE ST,49.2495961,-123.1151991,South Cambie
2072,1,40XX CYPRESS ST,49.2499128,-123.1487752,Shaughnessy
2073,1,40XX FLEMING ST,49.2491101,-123.0724783,Kensington-Cedar Cottage
2074,1,40XX GLEN DR,49.2484345,-123.0817213,Kensington-Cedar Cottage
2075,4,40XX KNIGHT ST,49.2492178,-123.076019,Kensington-Cedar Cottage
2076,1,40XX MAIN ST,49.2490723,-123.1007031,Riley Park
2077,1,40XX MILLER ST,49.2489351,-123.0682807,Kensington-Cedar Cottage
2078,1,40XX PARKWAY DR,49.2498228,-123.1540903,Arbutus Ridge
2079,1,40XX PRINCE EDWARD ST,49.2490738,-123.0967565,Riley Park
2080,1,40XX SPRINGTREE DR,49.2498916,-123.1537683,Arbutus Ridge
2081,1,40XX SW MARINE DR,49.2343609,-123.1955009,Dunbar-Southlands
2082,1,40XX TRAFALGAR ST,49.2501157,-123.1643723,Arbutus Ridge
2083,2,40XX VICTORIA DR,49.2488287,-123.0647725,Kensington-Cedar Cottage
2084,1,40XX VINE ST,49.2504669,-123.1567979,Arbutus Ridge
2085,1,40XX W 10TH AVE,49.2633957,-123.1954774,West Point Grey
2086,1,40XX W 11TH AVE,49.2624657,-123.1954743,West Point Grey
2087,1,40XX W 21ST AVE,49.2538172,-123.1952641,Dunbar-Southlands
2088,1,40XX W 33RD AVE,49.2421288,-123.1951877,Dunbar-Southlands
2089,2,40XX W 4TH AVE,49.2679742,-123.1943098,West Point Grey
2090,3,40XX YEW ST,49.2502553,-123.1553246,Arbutus Ridge
2091,1,40XX YUKON ST,49.2494746,-123.1126428,Riley Park
2092,4,41XX FRASER ST,49.2481221,-123.0899305,Kensington-Cedar Cottage
2093,2,41XX GLADSTONE ST,49.2478017,-123.0604392,Kensington-Cedar Cottage
2094,1,41XX HEATHER ST,49.2485562,-123.1202764,South Cambie
2095,1,41XX INVERNESS ST,49.2480366,-123.0798661,Kensington-Cedar Cottage
2096,2,41XX MAIN ST,49.248141,-123.1007686,Riley Park
2097,1,41XX MILLER ST,49.2479102,-123.0683046,Kensington-Cedar Cottage
2098,1,41XX NANAIMO ST,49.2482158,-123.0565797,Renfrew-Collingwood
2099,1,41XX PARKWAY DR,49.2498228,-123.1540903,Arbutus Ridge
2100,1,41XX PINE CRES,49.2487257,-123.1472676,Shaughnessy
2101,2,41XX SALISH DR,49.2319908,-123.1968949,Musqueam
2102,1,41XX SLOCAN ST,49.2474766,-123.0492143,Renfrew-Collingwood
2103,1,41XX SOPHIA ST,49.2481188,-123.0990823,Riley Park
2104,1,41XX ST CATHERINES ST,49.2480584,-123.0854583,Kensington-Cedar Cottage
2105,1,41XX TRAFALGAR ST,49.2500744,-123.1653222,Arbutus Ridge
2106,1,41XX W 11TH AVE,49.2624744,-123.1985917,West Point Grey
2107,1,41XX W 13TH AVE,49.2607045,-123.1986951,West Point Grey
2108,2,41XX W 16TH AVE,49.2580787,-123.2001738,Dunbar-Southlands
2109,3,41XX W 29TH AVE,49.2460063,-123.1965302,Dunbar-Southlands
2110,1,41XX W 4TH AVE,49.2687466,-123.1984405,West Point Grey
2111,1,42XX ARBUTUS ST,49.2496618,-123.1530781,Arbutus Ridge
2112,1,42XX BALKAN ST,49.2467229,-123.0953427,Riley Park
2113,1,42XX DUMFRIES ST,49.2470388,-123.0731191,Kensington-Cedar Cottage
2114,3,42XX DUNBAR ST,49.2486203,-123.1849256,Dunbar-Southlands
2115,2,42XX FRASER ST,49.2470849,-123.0898118,Kensington-Cedar Cottage
2116,1,42XX HUDSON ST,49.2482526,-123.1344264,Shaughnessy
2117,1,42XX JOHN ST,49.2470406,-123.0970868,Riley Park
2118,3,42XX MAIN ST,49.2470563,-123.1008276,Riley Park
2119,1,42XX QUEBEC ST,49.2476985,-123.1030523,Riley Park
2120,1,42XX W 10TH AVE,49.2634632,-123.2014737,West Point Grey
2121,1,42XX W 12TH AVE,49.2616147,-123.2015091,West Point Grey
2122,3,42XX W 15TH AVE,49.2589777,-123.2017561,West Point Grey
2123,1,42XX W 16TH AVE,49.257227,-123.2030863,West Point Grey
2124,1,42XX W 9TH AVE,49.2643493,-123.2020774,West Point Grey
2125,1,43XX CYPRESS ST,49.2470462,-123.1486071,Shaughnessy
2126,1,43XX FRASER ST,49.2460565,-123.090032,Kensington-Cedar Cottage
2127,1,43XX JAMES ST,49.2466379,-123.1036194,Riley Park
2128,1,43XX LOCARNO CRES,49.2690143,-123.2047691,West Point Grey
2129,1,43XX MAIN ST,49.2461931,-123.1009697,Riley Park
2130,1,43XX MILLER ST,49.2460452,-123.0687185,Kensington-Cedar Cottage
2131,1,43XX OSLER ST,49.24679,-123.1295432,Shaughnessy
2132,1,43XX PERRY ST,49.2460669,-123.0710448,Kensington-Cedar Cottage
2133,1,43XX PRINCE ALBERT ST,49.2460124,-123.0875353,Kensington-Cedar Cottage
2134,2,43XX QUEBEC ST,49.2466874,-123.1022348,Riley Park
2135,1,43XX SKEENA ST,49.2457795,-123.0282368,Renfrew-Collingwood
2136,6,43XX W 10TH AVE,49.2636017,-123.2045235,West Point Grey
2137,1,43XX W 11TH AVE,49.2626291,-123.2045556,West Point Grey
2138,1,43XX W 15TH AVE,49.2589555,-123.2048026,West Point Grey
2139,2,43XX W 9TH AVE,49.2643786,-123.2045832,West Point Grey
2140,2,43XX WINDSOR ST,49.2460227,-123.083557,Kensington-Cedar Cottage
2141,1,43XX YEW ST,49.2475067,-123.1544974,Arbutus Ridge
2142,1,442E E 15TH AVE,49.2571557,-123.0952458,Mount Pleasant
2143,1,44XX BELMONT AVE,49.2736542,-123.2072647,West Point Grey
2144,1,44XX DUMFRIES ST,49.245115,-123.0731759,Kensington-Cedar Cottage
2145,1,44XX GLADSTONE ST,49.245294,-123.060034,Kensington-Cedar Cottage
2146,1,44XX JAMES ST,49.2452667,-123.1035485,Riley Park
2147,7,44XX MAIN ST,49.2450939,-123.101053,Riley Park
2148,1,44XX NW MARINE DR,49.2743656,-123.2071498,West Point Grey
2149,17,44XX OAK ST,49.2460349,-123.1276965,South Cambie
2150,1,44XX OSLER ST,49.2458747,-123.1295793,Shaughnessy
2151,1,44XX QUEBEC ST,49.2452493,-123.1022364,Riley Park
2152,1,44XX SOPHIA ST,49.2450511,-123.0983187,Riley Park
2153,1,44XX ST GEORGE ST,49.2450891,-123.0938066,Riley Park
2154,1,44XX TRAFALGAR ST,49.247051,-123.165424,Arbutus Ridge
2155,9,44XX W 10TH AVE,49.2636611,-123.2076873,West Point Grey
2156,2,44XX W 13TH AVE,49.2608539,-123.2076743,West Point Grey
2157,1,44XX W 14TH AVE,49.2599398,-123.2077085,West Point Grey
2158,2,44XX W 15TH AVE,49.2590383,-123.2077376,West Point Grey
2159,1,44XX W 16TH AVE,49.2569518,-123.1181342,West Point Grey
2160,1,44XX W 5TH AVE,49.26789,-123.2077162,West Point Grey
2161,2,44XX W 6TH AVE,49.2670558,-123.207731,West Point Grey
2162,1,44XX WALLACE ST,49.2467136,-123.1898385,Dunbar-Southlands
2163,1,45XX BEATRICE ST,49.2439929,-123.0662746,Kensington-Cedar Cottage
2164,23,45XX CLANCY LORANGER WAY,49.2434308,-123.1082986,Riley Park
2165,1,45XX COMMERCIAL ST,49.2439718,-123.0676275,Kensington-Cedar Cottage
2166,2,45XX DUNBAR ST,49.2456877,-123.1849235,Dunbar-Southlands
2167,4,45XX FRASER ST,49.2442552,-123.0900257,Kensington-Cedar Cottage
2168,1,45XX HEATHER ST,49.2442285,-123.1205175,South Cambie
2169,2,45XX INVERNESS ST,49.2440197,-123.080489,Kensington-Cedar Cottage
2170,2,45XX JAMES ST,49.243861,-123.1034939,Riley Park
2171,1,45XX JOYCE ST,49.2440307,-123.0262952,Renfrew-Collingwood
2172,10,45XX OAK ST,49.2450811,-123.127608,South Cambie
2173,1,45XX PRINCE ALBERT ST,49.2440619,-123.0875609,Kensington-Cedar Cottage
2174,1,45XX ROSS ST,49.2439119,-123.0810635,Kensington-Cedar Cottage
2175,7,45XX W 10TH AVE,49.263696,-123.2107138,West Point Grey
2176,1,45XX W 11TH AVE,49.2626549,-123.2107541,West Point Grey
2177,1,45XX W 12TH AVE,49.2617963,-123.2107116,West Point Grey
2178,1,45XX W 13TH AVE,49.2609255,-123.2106778,West Point Grey
2179,1,45XX W 16TH AVE,49.2581596,-123.2049557,West Point Grey
2180,1,45XX W 7TH AVE,49.266199,-123.2107517,West Point Grey
2181,2,45XX W 8TH AVE,49.2654372,-123.2104477,West Point Grey
2182,1,46XX CARNARVON ST,49.2447832,-123.172761,Dunbar-Southlands
2183,1,46XX COMMERCIAL ST,49.2432128,-123.0676738,Kensington-Cedar Cottage
2184,1,46XX DUCHESS ST,49.2427476,-123.0476842,Renfrew-Collingwood
2185,1,46XX DUMFRIES ST,49.243125,-123.0732482,Kensington-Cedar Cottage
2186,1,46XX FLEMING ST,49.2433856,-123.0720904,Kensington-Cedar Cottage
2187,1,46XX ONTARIO ST,49.2430093,-123.1050224,Riley Park
2188,3,46XX TODD ST,49.2420449,-123.0457391,Renfrew-Collingwood
2189,2,46XX VALLEY DR,49.2447388,-123.1523531,Arbutus Ridge
2190,1,46XX VICTORIA DR,49.2433225,-123.0649889,Kensington-Cedar Cottage
2191,3,46XX W 10TH AVE,49.2636354,-123.2138091,West Point Grey
2192,5,46XX W 11TH AVE,49.2627199,-123.2138269,West Point Grey
2193,2,46XX W 12TH AVE,49.2618487,-123.2137134,West Point Grey
2194,1,46XX W 16TH AVE,49.2581596,-123.2049557,West Point Grey
2195,1,46XX W 3RD AVE,49.2700117,-123.2133793,West Point Grey
2196,1,46XX W 7TH AVE,49.2662769,-123.213638,West Point Grey
2197,1,47XX ARBUTUS ST,49.2432879,-123.1528926,Arbutus Ridge
2198,1,47XX CAMBIE ST,49.241078,-123.1182921,South Cambie
2199,1,47XX CULLODEN ST,49.2419726,-123.0786636,Kensington-Cedar Cottage
2200,1,47XX DUMFRIES ST,49.2422292,-123.073237,Kensington-Cedar Cottage
2201,1,47XX FLEMING ST,49.2421844,-123.0718196,Kensington-Cedar Cottage
2202,1,47XX GLADSTONE ST,49.2422354,-123.0624886,Kensington-Cedar Cottage
2203,1,47XX INVERNESS ST,49.2420562,-123.0802087,Kensington-Cedar Cottage
2204,1,47XX KILLARNEY ST,49.241327,-123.040851,Renfrew-Collingwood
2205,1,47XX LANARK ST,49.2423138,-123.0745842,Kensington-Cedar Cottage
2206,1,47XX VALLEY DR,49.2438633,-123.1510499,Arbutus Ridge
2207,1,47XX VICTORIA DR,49.242234,-123.0649762,Kensington-Cedar Cottage
2208,2,47XX W 4TH AVE,49.2687559,-123.2172357,West Point Grey
2209,1,48XX BEATRICE ST,49.240808,-123.066281,Kensington-Cedar Cottage
2210,1,48XX CAMBIE ST,49.241078,-123.1182921,Riley Park
2211,1,48XX DUCHESS ST,49.2406745,-123.0512415,Renfrew-Collingwood
2212,1,48XX DUMFRIES ST,49.2409351,-123.0733288,Kensington-Cedar Cottage
2213,2,48XX ELDORADO MEWS,49.2411444,-123.0578871,Renfrew-Collingwood
2214,1,48XX FRASER ST,49.2410341,-123.0901531,Kensington-Cedar Cottage
2215,1,48XX JOYCE ST,49.2407485,-123.0290168,Renfrew-Collingwood
2216,1,48XX KILLARNEY ST,49.2404052,-123.041836,Renfrew-Collingwood
2217,1,48XX LANARK ST,49.2409462,-123.0746387,Kensington-Cedar Cottage
2218,1,48XX MACLURE MEWS,49.2424258,-123.1515465,Arbutus Ridge
2219,2,48XX MAIN ST,49.2416579,-123.1004923,Riley Park
2220,7,48XX ONTARIO ST,49.2413524,-123.1049945,Riley Park
2221,1,48XX PRINCE EDWARD ST,49.2430439,-123.0968142,Riley Park
2222,2,48XX SLOCAN ST,49.2407479,-123.0528852,Renfrew-Collingwood
2223,2,48XX SOPHIA ST,49.2411984,-123.0985439,Riley Park
2224,1,48XX WALDEN ST,49.2408539,-123.0998289,Riley Park
2225,1,49XX ANGUS DR,49.2413842,-123.1451996,Shaughnessy
2226,1,49XX CHESTER ST,49.2402473,-123.0891202,Kensington-Cedar Cottage
2227,1,49XX FRASER ST,49.2397117,-123.0901798,Kensington-Cedar Cottage
2228,1,49XX MANOR ST,49.2402115,-123.0406347,Renfrew-Collingwood
2229,3,49XX MCGEER ST,49.2399522,-123.0318466,Renfrew-Collingwood
2230,1,49XX MOSS ST,49.2399393,-123.0447782,Renfrew-Collingwood
2231,1,49XX PRINCE EDWARD ST,49.23939,-123.0967133,Riley Park
2232,1,49XX QUEBEC ST,49.2400979,-123.1024822,Riley Park
2233,1,49XX RUPERT ST,49.2395517,-123.038358,Renfrew-Collingwood
2234,1,49XX ST CATHERINES ST,49.2397491,-123.0865806,Kensington-Cedar Cottage
2235,1,49XX WINDSOR ST,49.2402152,-123.0845978,Kensington-Cedar Cottage
2236,4,4X E 11TH AVE,49.2609856,-123.1046116,Mount Pleasant
2237,1,4X E 15TH AVE,49.2573336,-123.1044596,Mount Pleasant
2238,1,4X E 45TH AVE,49.2292472,-123.1056445,Sunset
2239,3,4X POWELL ST,49.283181,-123.103995,Central Business District
2240,1,4X W 22ND AVE,49.2507344,-123.1051498,Riley Park
2241,1,4X W 6TH AVE,49.2657254,-123.1177521,Mount Pleasant
2242,1,4X W 8TH AVE,49.263533,-123.1051245,Mount Pleasant
2243,1,4X W BROADWAY AVE,49.2628674,-123.1050712,Mount Pleasant
2244,1,4X W CORDOVA ST,49.2823653,-123.1045476,Central Business District
2245,1,4X W HASTINGS ST,49.2813634,-123.1045026,Central Business District
2246,3,4XX ABBOTT ST,49.2815411,-123.1073845,Central Business District
2247,5,4XX ALEXANDER ST,49.2838903,-123.0938366,Strathcona
2248,3,4XX BEACH CRES,49.2724892,-123.129344,Central Business District
2249,3,4XX BROUGHTON ST,49.2903023,-123.1261286,Central Business District
2250,5,4XX BURRARD ST,49.2864746,-123.1173695,Central Business District
2251,1,4XX BUTE ST,49.2890156,-123.1224349,Central Business District
2252,2,4XX CAMBIE ST,49.2817265,-123.1095967,Central Business District
2253,3,4XX CAMPBELL AVE,49.279796,-123.0845677,Strathcona
